Date,Player,Player ID,Team,Positions,Status,Roster Status,Change,Game
Apr 6,Drew Lock,31874,Sea,QB,,FA,to NFC,Sun 1:00 pm @ Was
Apr 6,Joseph Ossai,33457,NYJ,DE,Q,FA,to AFC,Sun 1:00 pm @ Det
Apr 6,Damone Clark,34132,Det,LB,IR,FA,to NFC,Sun 1:00 pm vs NYJ
Apr 6,Kaevon Merriweather,40684,Jax,S,NA,FA,to AFC,Sun 1:00 pm vs NE
Apr 6,Luke Musgrave,40074,GB,TE,PUP-R,FA,to NFC,Thu 8:15 pm vs Atl
Apr 6,Phillip Dorsett II,28417,LV,WR,NA,FA,to AFC,Sun 4:25 pm @ NO
Apr 6,Nahshon Wright,33487,NYJ,CB,,FA,to AFC,Sun 1:00 pm @ Det
Apr 6,Trevor Siemian,28638,Ten,QB,NA,FA,to NFC,Sun 1:00 pm @ NYG
Apr 6,Tuli Tuipulotu,40077,LAC,"LB,DE",Q,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Isaiah Hodgins,32877,Pit,WR,NA,FA,to NFC,Sun 1:00 pm vs Cin
Apr 6,Tez Johnson,42030,TB,WR,,FA,to NFC,Sun 4:05 pm vs Min
Apr 6,Lew Nichols,40260,Pit,RB,NA,FA,to AFC,Sun 1:00 pm vs Cin
Apr 6,Gage Larvadain,42417,Bal,WR,NA,FA,to AFC,Sun 4:25 pm @ Dal
Apr 6,Dax Hill,33986,Cin,"S,CB",,FA,to AFC,Sun 1:00 pm @ Pit
Apr 6,Gardner Minshew II,32010,Ari,QB,,FA,to NFC,Sun 4:05 pm @ SF
Apr 6,Hunter Long,33469,Ari,TE,,FA,to AFC,Sun 4:05 pm @ SF
Apr 6,Adetomiwa Adebawore,40143,Ind,"DT,DE",,FA,to AFC,Sun 1:00 pm vs Hou
Apr 6,Roquan Smith,30978,Bal,LB,,FA,to AFC,Sun 4:25 pm @ Dal
Apr 6,John Jenkins,26705,Bal,"DL,DT",,FA,to AFC,Sun 4:25 pm @ Dal
Apr 6,Storm Duck,41429,Mia,CB,PUP-R,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Billy Bowman Jr.,41911,Atl,S,Q,FA,to NFC,Thu 8:15 pm @ GB
Apr 6,Adin Huntington,42087,Cle,"DT,DE",,FA,to AFC,Sun 1:00 pm vs Car
Apr 6,49ers,,SF,DEF,,Dave’s Bone Crushers,to NFC,Sun 4:05 pm vs Ari
Apr 6,Cameron Mitchell,40184,Ind,CB,IR,FA,to AFC,Sun 1:00 pm vs Hou
Apr 6,Dee Alford,33945,Buf,"DB,CB",,FA,to AFC,Sun 1:00 pm vs LAC
Apr 6,Isiah Pacheco,34207,Det,RB,IR,FA,to NFC,Sun 1:00 pm vs NYJ
Apr 6,Caelen Carson,41023,Dal,"DB,CB",,FA,to NFC,Sun 4:25 pm vs Bal
Apr 6,Dont'e Thornton Jr.,41892,LV,WR,IR,FA,to AFC,Sun 4:25 pm @ NO
Apr 6,Zach Carter,34051,Ari,DT,IR-R,FA,to NFC,Sun 4:05 pm @ SF
Apr 6,Kalel Mullings,41986,Ten,RB,NA,FA,to AFC,Sun 1:00 pm @ NYG
Apr 6,Riley Patterson,33781,Mia,K,,FA,to AFC,Sun 1:00 pm vs KC
Apr 6,Tyler Owens,41222,Was,S,Q,FA,to NFC,Sun 1:00 pm vs Sea
Apr 6,Emany Johnson,41399,LAC,LB,NA,FA,to AFC,Sun 1:00 pm @ Buf
Apr 6,Cody Lindenberg,42034,LV,LB,,FA,to AFC,Sun 4:25 pm @ NO
Apr 6,Jaden Crumedy,41076,Hou,"DT,DE",,FA,to NFC,Sun 1:00 pm @ Ind
