"gsis_id","player","pos","team","g","opp_tot","opp_pg","tgt_tot","car_tot","tgt_share","car_share","snap_pct","fp_tot","fp_pg","yds","td","opp_trend","fp_per_opp","opp_pctl","eff_rel","profile"
"00-0034613","Tanner Hudson","TE","CIN",1,1,1,1,0,0.0294117647058824,0,0.09,0.9,0.9,4,0,NA,0.9,0.142857142857143,0.625,"-"
"00-0034771","Mason Rudolph","QB","PIT",1,1,1,0,1,0,0.0434782608695652,0.04,0.3,0.3,3,0,NA,0.3,0.0714285714285714,0.0819672131147541,"-"
"00-0034798","Durham Smythe","TE","BAL",2,2,1,2,0,0.0380747126436782,0,0.585,0.9,0.45,4,0,0,0.45,0.142857142857143,0.3125,"-"
"00-0035021","Ashton Dulin","WR","IND",1,1,1,1,0,0.0344827586206897,0,0.19,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0035406","Lil'Jordan Humphrey","WR","DEN",1,1,1,1,0,0.0357142857142857,0,0.05,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0035704","Drew Lock","QB","SEA",2,2,1,0,2,0,0.0454545454545455,0.95,34.18,17.09,13,0,-2,17.09,0.0714285714285714,4.66939890710383,"FADE points on no volume"
"00-0036259","Jauan Jennings","WR","MIN",1,1,1,1,0,0.0434782608695652,0,0.48,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0036429","Charlie Woerner","TE","ATL",1,1,1,1,0,0.032258064516129,0,0.49,0,0,0,0,NA,0,0.142857142857143,0,"-"
"00-0036590","Quintin Morris","TE","JAX",2,2,1,2,0,0.0428571428571429,0,0.32,1.2,0.6,7,0,0,0.6,0.142857142857143,0.416666666666667,"-"
"00-0036637","Noah Gray","TE","KC",2,2,1,2,0,0.0316279069767442,0,0.525,1,0.5,5,0,0,0.5,0.142857142857143,0.347222222222222,"-"
"00-0036862","Ben Skowronek","WR","PIT",1,1,1,1,0,0.027027027027027,0,0.21,0.7,0.7,2,0,NA,0.7,0.170588235294118,0.566871165644172,"-"
"00-0036887","Luke Farrell","TE","SF",2,2,1,2,0,0.0303030303030303,0,0.625,2.9,1.45,19,0,-2,1.45,0.142857142857143,1.00694444444444,"-"
"00-0037091","Bo Melton","WR","GB",2,2,1,2,0,0.0297413793103448,0,0.135,1.5,0.75,10,0,0,0.75,0.170588235294118,0.607361963190184,"-"
"00-0037231","Kevin Austin Jr.","WR","NO",1,1,1,1,0,0.03125,0,NA,1.2,1.2,7,0,NA,1.2,0.170588235294118,0.971779141104295,"-"
"00-0037292","Andrew Ogletree","TE","IND",2,2,1,2,0,0.0339080459770115,0,0.2,0,0,0,0,0,0,0.142857142857143,0,"-"
"00-0037742","Treylon Burks","WR","WAS",1,1,1,1,0,0.0294117647058824,0,0.3,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0037801","KaVontae Turpin","WR","DAL",2,2,1,1,1,0.0166666666666667,0.0238095238095238,0.115,1.4,0.7,9,0,0,0.7,0.170588235294118,0.566871165644172,"-"
"00-0038102","Kenny Pickett","QB","CAR",2,2,1,0,2,0,0.0454545454545455,0.08,2,1,20,0,0,1,0.0714285714285714,0.273224043715847,"-"
"00-0038115","Daniel Bellinger","TE","TEN",2,2,1,2,0,0.0472689075630252,0,0.365,1.2,0.6,7,0,0,0.6,0.142857142857143,0.416666666666667,"-"
"00-0038547","Luke Schoonmaker","TE","DAL",1,1,1,1,0,0.0333333333333333,0,0.22,1.7,1.7,12,0,NA,1.7,0.142857142857143,1.18055555555556,"-"
"00-0038573","Derius Davis","WR","LAC",2,2,1,2,0,0.0377492877492877,0,0.15,0,0,0,0,0,0,0.170588235294118,0,"-"
"00-0038738","Hunter Luepke","RB","DAL",2,2,1,0,2,0,0.0515873015873016,0.22,0.8,0.4,8,0,0,0.4,0.14018691588785,0.636576395854229,"-"
"00-0038824","Ryan Miller","WR","MIA",1,1,1,1,0,0.0434782608695652,0,0.12,14.2,14.2,77,1,NA,14.2,0.170588235294118,11.4993865030675,"FADE points on no volume"
"00-0039062","Jonathan Mingo","WR","DAL",1,1,1,1,0,0.0333333333333333,0,0.19,1.5,1.5,10,0,NA,1.5,0.170588235294118,1.21472392638037,"-"
"00-0039074","Davis Allen","TE","LA",2,2,1,2,0,0.0351851851851852,0,0.43,3,1.5,20,0,0,1.5,0.142857142857143,1.04166666666667,"-"
"00-0039107","Stetson Bennett","QB","LA",1,1,1,0,1,0,0.0344827586206897,0.16,1.42,1.42,9,0,NA,1.42,0.0714285714285714,0.387978142076503,"-"
"00-0039359","Cade Stover","TE","HOU",1,1,1,1,0,0.027027027027027,0,0.3,0.3,0.3,-2,0,NA,0.3,0.142857142857143,0.208333333333333,"-"
"00-0039384","Tyrone Tracy Jr.","RB","NYG",2,2,1,0,2,0,0.027027027027027,0.025,-0.6,-0.3,14,0,-2,-0.3,0.14018691588785,-0.477432296890672,"-"
"00-0039471","Frank Gore Jr.","RB","BUF",1,1,1,0,1,0,0.0476190476190476,0.19,0.3,0.3,3,0,NA,0.3,0.14018691588785,0.477432296890672,"-"
"00-0039530","Brevyn Spann-Ford","TE","DAL",2,2,1,2,0,0.0333333333333333,0,0.3,2.4,1.2,14,0,-2,1.2,0.142857142857143,0.833333333333333,"-"
"00-0039751","Jordan Whittington","WR","LA",1,1,1,1,0,0.037037037037037,0,0.41,1.3,1.3,8,0,NA,1.3,0.170588235294118,1.05276073619632,"-"
"00-0039912","Ben Sinnott","TE","WAS",1,1,1,1,0,0.0294117647058824,0,0.68,1.1,1.1,6,0,NA,1.1,0.142857142857143,0.763888888888889,"-"
"00-0040081","Jake Briningstool","TE","KC",1,1,1,1,0,0.04,0,0.19,1.4,1.4,9,0,NA,1.4,0.142857142857143,0.972222222222222,"-"
"00-0040131","Kyle Williams","WR","NE",2,2,1,2,0,0.0476190476190476,0,0.185,1.5,0.75,10,0,2,0.75,0.170588235294118,0.607361963190184,"-"
"00-0040218","Jimmy Horn Jr.","WR","CAR",1,1,1,1,0,0.0294117647058824,0,NA,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0040238","LeQuint Allen Jr.","RB","JAX",1,1,1,1,0,0.0357142857142857,0,NA,0,0,0,0,NA,0,0.14018691588785,0,"-"
"00-0040277","Jahdae Walker","WR","CHI",1,1,1,1,0,0.0384615384615385,0,0.45,6.6,6.6,1,1,NA,6.6,0.170588235294118,5.34478527607362,"FADE points on no volume"
"00-0040563","Efton Chism III","WR","NE",1,1,1,1,0,0.0476190476190476,0,NA,0.3,0.3,-2,0,NA,0.3,0.170588235294118,0.242944785276074,"-"
"00-0040646","Jalen Royals","WR","KC",2,2,1,2,0,0.0232558139534884,0,0.075,7.6,3.8,6,1,2,3.8,0.170588235294118,3.07730061349693,"FADE points on no volume"
"00-0040739","Elijah Arroyo","TE","SEA",1,1,1,1,0,0.0384615384615385,0,0.21,2.2,2.2,17,0,NA,2.2,0.142857142857143,1.52777777777778,"FADE points on no volume"
"00-0040782","Isaiah Bond","WR","CLE",1,1,1,1,0,0.0333333333333333,0,0.07,1.5,1.5,10,0,NA,1.5,0.170588235294118,1.21472392638037,"-"
"00-0040879","Matthew Hibner","TE","BAL",1,1,1,1,0,0.0416666666666667,0,0.34,1.8,1.8,13,0,NA,1.8,0.142857142857143,1.25,"-"
"00-0040890","Cyrus Allen","WR","KC",1,1,1,1,0,0.04,0,0.01,0,0,0,0,NA,0,0.170588235294118,0,"-"
"00-0041041","Oscar Delp","TE","NO",1,1,1,1,0,0.03125,0,0.13,1.3,1.3,8,0,NA,1.3,0.142857142857143,0.902777777777778,"-"
"00-0041044","Zachariah Branch","WR","ATL",2,2,1,2,0,0.032258064516129,0,0.25,2.4,1.2,14,0,2,1.2,0.170588235294118,0.971779141104295,"-"
"00-0041069","Colbie Young","WR","CIN",1,1,1,1,0,0.032258064516129,0,0.17,1.2,1.2,7,0,NA,1.2,0.170588235294118,0.971779141104295,"-"
"00-0041100","Josh Cameron","WR","JAX",2,2,1,2,0,0.05,0,0.25,9,4.5,20,1,-2,4.5,0.170588235294118,3.6441717791411,"FADE points on no volume"
"00-0041104","Demond Claiborne","RB","MIN",1,1,1,1,0,0.0526315789473684,0,0.04,0.7,0.7,2,0,NA,0.7,0.14018691588785,1.1140086927449,"-"
"00-0041395","Eli Raridon","TE","NE",2,2,1,2,0,0.0399385560675883,0,0.37,10.2,5.1,32,1,0,5.1,0.142857142857143,3.54166666666667,"FADE points on no volume"
"00-0041472","Marlin Klein","TE","HOU",1,1,1,1,0,0.027027027027027,0,0.11,2.1,2.1,16,0,NA,2.1,0.142857142857143,1.45833333333333,"FADE points on no volume"
"00-0041503","Nate Boerkircher","TE","JAX",1,1,1,1,0,0.05,0,0.67,1.4,1.4,9,0,NA,1.4,0.142857142857143,0.972222222222222,"-"
"00-0041511","Omar Cooper Jr.","WR","NYJ",1,1,1,1,0,0.0434782608695652,0,NA,3.5,3.5,30,0,NA,3.5,0.170588235294118,2.83435582822086,"FADE points on no volume"
"00-0041524","Will Kacmarek","TE","MIA",2,2,1,2,0,0.0402576489533011,0,0.36,0.9,0.45,4,0,0,0.45,0.142857142857143,0.3125,"-"
"00-0033576","Eric Saubert","TE","SEA",2,1,0.5,1,0,0.0192307692307692,0,0.22,-0.5,-0.25,-10,0,1,-0.5,0.10989010989011,-0.347222222222222,"-"
"00-0034854","KhaDarel Hodge","WR","SF",2,1,0.5,1,0,0.0263157894736842,0,0.2,2.3,1.15,18,0,1,2.3,0.123529411764706,1.86257668711656,"FADE points on no volume"
"00-0036264","Jordan Love","QB","GB",2,1,0.5,0,1,0,0.0238095238095238,1,34.28,17.14,0,0,-1,34.28,0.0476190476190476,9.36612021857924,"FADE points on no volume"
"00-0036754","Brock Wright","TE","DET",2,1,0.5,1,0,0.0128205128205128,0,0.385,1,0.5,5,0,-1,1,0.10989010989011,0.694444444444444,"-"
"00-0037093","Dareke Young","WR","LV",2,1,0.5,1,0,0.0172413793103448,0,0.17,3.2,1.6,27,0,1,3.2,0.123529411764706,2.59141104294479,"FADE points on no volume"
"00-0038359","Xavier Smith","WR","LA",2,1,0.5,1,0,0.0166666666666667,0,0.34,0,0,0,0,1,0,0.123529411764706,0,"-"
"00-0039686","Colson Yankoff","TE","WAS",2,1,0.5,1,0,0.0147058823529412,0,0.165,1.9,0.95,14,0,1,1.9,0.10989010989011,1.31944444444444,"FADE points on no volume"
"00-0039875","Ray Davis","RB","BUF",2,1,0.5,0,1,0,0.0238095238095238,0.115,0.3,0.15,3,0,-1,0.3,0.130841121495327,0.477432296890672,"-"
"00-0040164","Jaylin Lane","WR","WAS",2,1,0.5,1,0,0.0172413793103448,0,0.205,0.9,0.45,4,0,-1,0.9,0.123529411764706,0.728834355828221,"-"
"00-0040506","Myles Price","WR","MIN",2,1,0.5,1,0,0.0263157894736842,0,0.275,0,0,0,0,1,0,0.123529411764706,0,"-"
"00-0040582","Arian Smith","WR","NYJ",2,1,0.5,1,0,0.0217391304347826,0,0.02,0,0,0,0,-1,0,0.123529411764706,0,"-"
"00-0040705","Chimere Dike","WR","TEN",2,1,0.5,1,0,0.0178571428571429,0,0.06,1.2,0.6,7,0,-1,1.2,0.123529411764706,0.971779141104295,"-"
"00-0041099","Barion Brown","WR","NO",2,1,0.5,0,1,0,0.02,0.055,0.3,0.15,3,0,-1,0.3,0.123529411764706,0.242944785276074,"-"
"00-0034419","Braxton Berrios","WR","NYG",2,0,0,0,0,0,0,0.13,0,0,0,0,0,NA,0,NA,"-"
"00-0034869","Sam Darnold","QB","SEA",1,0,0,0,0,0,0,0.1,0.52,0.52,0,0,NA,NA,0,NA,"-"
"00-0035500","Greg Dortch","WR","BUF",2,0,0,0,0,0,0,0.025,0,0,0,0,0,NA,0,NA,"-"
"00-0035544","Tom Kennedy","WR","DET",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0036331","Devin Duvernay","WR","ARI",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0036646","Simi Fehoko","WR","ARI",1,0,0,0,0,0,0,0.08,0,0,0,0,NA,NA,0,NA,"-"
"00-0036825","Feleipe Franks","TE","CAR",2,0,0,0,0,0,0,0.065,0,0,0,0,0,NA,0,NA,"-"
"00-0037004","Hunter Long","TE","ARI",2,0,0,0,0,0,0,0.325,0,0,0,0,0,NA,0,NA,"-"
"00-0037132","Britain Covey","WR","PHI",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0037317","Nick Muse","TE","ATL",1,0,0,0,0,0,0,0.08,0,0,0,0,NA,NA,0,NA,"-"
"00-0037380","Kaden Davis","WR","CHI",1,0,0,0,0,0,0,0.13,0,0,0,0,NA,NA,0,NA,"-"
"00-0037524","Tay Martin","WR","DET",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0037594","Julius Chestnut","RB","TEN",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0037614","John Metchie III","WR","CAR",1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,NA,"-"
"00-0038416","Tyson Bagent","QB","CHI",1,0,0,0,0,0,0,0.14,2.16,2.16,0,0,NA,NA,0,NA,"-"
"00-0038489","Ben VanSumeren","RB","KC",1,0,0,0,0,0,0,0.04,0,0,0,0,NA,NA,0,NA,"-"
"00-0038519","Nikko Remigio","WR","KC",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0038564","Cameron Latu","TE","NE",1,0,0,0,0,0,0,0.25,0,0,0,0,NA,NA,0,NA,"-"
"00-0038640","Jalen Brooks","WR","ARI",1,0,0,0,0,0,0,0.04,0,0,0,0,NA,NA,0,NA,"-"
"00-0038643","Brayden Willis","TE","SF",1,0,0,0,0,0,0,0.25,0,0,0,0,NA,NA,0,NA,"-"
"00-0038840","Brycen Tremayne","WR","CAR",2,0,0,0,0,0,0,0.175,0,0,0,0,0,NA,0,NA,"-"
"00-0038896","Jacob Saylors","RB","DET",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0038976","Marvin Mims Jr.","WR","DEN",1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,NA,"-"
"00-0039021","Roschon Johnson","RB","CHI",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0039041","Elijah Higgins","TE","ARI",1,0,0,0,0,0,0,0.26,0,0,0,0,NA,NA,0,NA,"-"
"00-0039365","Jacob Cowing","WR","SF",2,0,0,0,0,0,0,0.27,0,0,0,0,0,NA,0,NA,"-"
"00-0039391","Kimani Vidal","RB","LAC",1,0,0,0,0,0,0,0.1,0,0,0,0,NA,NA,0,NA,"-"
"00-0039407","Dylan Laube","RB","LV",2,0,0,0,0,0,0,0.14,0,0,0,0,0,NA,0,NA,"-"
"00-0039518","Treyton Welch","TE","NO",1,0,0,0,0,0,0,0.11,0,0,0,0,NA,NA,0,NA,"-"
"00-0039589","Kameron Johnson","WR","TB",2,0,0,0,0,0,0,0.045,0,0,0,0,0,NA,0,NA,"-"
"00-0039603","British Brooks","RB","HOU",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0039796","Rasheen Ali","RB","BAL",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0039798","Isaiah Davis","RB","NYJ",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0039816","Anthony Gould","WR","IND",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0039920","Malachi Corley","WR","CLE",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0040078","Brashard Smith","RB","KC",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0040162","Dylan Sampson","RB","CLE",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0040208","Tahj Brooks","RB","CIN",1,0,0,0,0,0,0,0.03,0,0,0,0,NA,NA,0,NA,"-"
"00-0040363","Keleki Latu","TE","BUF",2,0,0,0,0,0,0,0.075,0,0,0,0,0,NA,0,NA,"-"
"00-0040429","Josh Williams","RB","TB",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0040621","Montorie Foster Jr","WR","SEA",1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,NA,"-"
"00-0040948","J. Michael Sturdivant","WR","GB",1,0,0,0,0,0,0,0.15,0,0,0,0,NA,NA,0,NA,"-"
"00-0041051","Zavion Thomas","WR","CHI",1,0,0,0,0,0,0,0.03,0,0,0,0,NA,NA,0,NA,"-"
"00-0041094","Bauer Sharp","TE","TB",1,0,0,0,0,0,0,0.02,0,0,0,0,NA,NA,0,NA,"-"
"00-0041131","Carsen Ryan","TE","CLE",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,"-"
"00-0041397","Kaden Wetjen","WR","PIT",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"-"
"00-0041490","Eli Heidenreich","RB","PIT",2,0,0,0,0,0,0,0.02,0,0,0,0,0,NA,0,NA,"-"
